YEAR,LABEL,KADJ EM,KADJ O,KADJ D,KADJ T,BADJ EM,BADJ O,BADJ D,BARTHAG,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,2PT%,2PT%D,3PT%,3PT%D,2PTR,3PTR,EXP,TALENT,AVG HGT,EFF HGT,PPPO,PPPD,WAB,ELITE SOS,BADJ T,RELATIVE RATING,NET RPI,ELO,B POWER,Q1 W,Q2 W,Q1 PLUS Q2 W,Q3 Q4 L,RESUME,R SCORE,SEED_DIVERGENCE,COACH_PREMIUM
2008,1,13.19965,6.598799999999997,-6.599999999999994,2.989600000000003,13.6,7.099999999999994,-6.5,0.308,6.900000000000006,-4.300000000000004,1.7000000000000028,-0.6999999999999957,-1.5,-3.1999999999999993,-2.0,5.5,6.399999999999999,-3.6999999999999957,4.400000000000006,-3.1000000000000014,-5.8999999999999915,5.900000000000002,-0.538,3.173,-0.6209999999999951,0.2780000000000058,0.09899999999999998,-0.04499999999999993,3.5,-6.504999999999999,3.700000000000003,0.0,-69.0,-91.0,-127.0,0.0,0.0,0.0,-2.0,-95.0,0.0,0.0,0.0
2008,0,-13.19965,-6.598799999999997,6.599999999999994,-2.989600000000003,-13.6,-7.099999999999994,6.5,-0.308,-6.900000000000006,4.300000000000004,-1.7000000000000028,0.6999999999999957,1.5,3.1999999999999993,2.0,-5.5,-6.399999999999999,3.6999999999999957,-4.400000000000006,3.1000000000000014,5.8999999999999915,-5.900000000000002,0.538,-3.173,0.6209999999999951,-0.2780000000000058,-0.09899999999999998,0.04499999999999993,-3.5,6.504999999999999,-3.700000000000003,-0.0,69.0,91.0,127.0,-0.0,-0.0,-0.0,2.0,95.0,-0.0,-0.0,-0.0
2008,1,25.04934,8.00699999999999,-17.042100000000005,2.8618000000000023,27.9,11.700000000000003,-16.200000000000003,0.44699999999999995,0.8000000000000043,-4.399999999999999,6.399999999999999,-3.6000000000000014,-2.1999999999999993,2.5,0.5,-3.0999999999999943,-0.4000000000000057,-4.799999999999997,2.1000000000000014,-2.0,8.299999999999997,-8.299999999999997,-0.508,83.065,0.8349999999999937,1.100999999999999,0.04200000000000004,-0.08699999999999997,12.4,24.336999999999996,2.299999999999997,0.0,-72.0,-62.0,-135.0,7.0,7.0,14.0,-4.0,-172.0,99.9,0.0,1.7999999999999998
2008,0,-25.04934,-8.00699999999999,17.042100000000005,-2.8618000000000023,-27.9,-11.700000000000003,16.200000000000003,-0.44699999999999995,-0.8000000000000043,4.399999999999999,-6.399999999999999,3.6000000000000014,2.1999999999999993,-2.5,-0.5,3.0999999999999943,0.4000000000000057,4.799999999999997,-2.1000000000000014,2.0,-8.299999999999997,8.299999999999997,0.508,-83.065,-0.8349999999999937,-1.100999999999999,-0.04200000000000004,0.08699999999999997,-12.4,-24.336999999999996,-2.299999999999997,-0.0,72.0,62.0,135.0,-7.0,-7.0,-14.0,4.0,172.0,-99.9,-0.0,-1.7999999999999998
2008,1,28.12805,13.022000000000006,-15.105899999999991,1.0755000000000052,31.9,15.700000000000003,-16.200000000000003,0.386,1.5999999999999943,-5.200000000000003,-0.7000000000000028,-4.4999999999999964,-2.0,1.3999999999999986,4.0,2.299999999999997,3.5999999999999943,-8.5,0.0,-0.20000000000000284,11.799999999999997,-11.8,-0.01399999999999979,88.27799999999999,1.6289999999999907,1.2690000000000055,0.08499999999999996,-0.11199999999999988,13.3,16.33,1.2999999999999972,0.0,-85.0,-66.0,-107.0,8.0,5.0,13.0,-6.0,-157.0,99.9,-2.0,-3.4000000000000004
2008,0,-28.12805,-13.022000000000006,15.105899999999991,-1.0755000000000052,-31.9,-15.700000000000003,16.200000000000003,-0.386,-1.5999999999999943,5.200000000000003,0.7000000000000028,4.4999999999999964,2.0,-1.3999999999999986,-4.0,-2.299999999999997,-3.5999999999999943,8.5,-0.0,0.20000000000000284,-11.799999999999997,11.8,0.01399999999999979,-88.27799999999999,-1.6289999999999907,-1.2690000000000055,-0.08499999999999996,0.11199999999999988,-13.3,-16.33,-1.2999999999999972,-0.0,85.0,66.0,107.0,-8.0,-5.0,-13.0,6.0,157.0,-99.9,2.0,3.4000000000000004
2008,1,-1.0745000000000005,2.719999999999999,3.794399999999996,4.612100000000012,1.8000000000000007,4.599999999999994,2.799999999999997,0.010000000000000009,-3.799999999999997,3.5,-0.8000000000000043,10.0,-1.1999999999999993,2.5,10.900000000000002,3.6000000000000085,-1.6999999999999957,0.8000000000000043,-6.0,6.399999999999999,-4.599999999999994,4.600000000000001,0.522,-25.838,-0.519999999999996,-0.03700000000000614,0.04600000000000004,0.0,-2.6,-5.463999999999995,4.6000000000000085,0.0,22.0,20.0,8.0,-1.0,-5.0,-6.0,0.0,29.0,-29.5,3.0,5.0
2008,0,1.0745000000000005,-2.719999999999999,-3.794399999999996,-4.612100000000012,-1.8000000000000007,-4.599999999999994,-2.799999999999997,-0.010000000000000009,3.799999999999997,-3.5,0.8000000000000043,-10.0,1.1999999999999993,-2.5,-10.900000000000002,-3.6000000000000085,1.6999999999999957,-0.8000000000000043,6.0,-6.399999999999999,4.599999999999994,-4.600000000000001,-0.522,25.838,0.519999999999996,0.03700000000000614,-0.04600000000000004,-0.0,2.6,5.463999999999995,-4.6000000000000085,-0.0,-22.0,-20.0,-8.0,1.0,5.0,6.0,-0.0,-29.0,29.5,-3.0,-5.0
2008,1,12.14245,6.61399999999999,-5.528100000000009,4.397299999999994,11.900000000000002,7.299999999999997,-4.599999999999994,0.14900000000000002,-1.8999999999999986,1.0,-3.3999999999999986,-1.1000000000000014,-4.800000000000001,4.400000000000002,5.0,-0.09999999999999432,-2.3999999999999986,3.6000000000000014,-0.8999999999999986,-2.8999999999999986,-2.3999999999999915,2.400000000000002,0.375,-21.194999999999993,-2.409000000000006,-0.9419999999999931,0.06400000000000006,-0.05399999999999994,4.9,4.224999999999998,4.400000000000006,0.0,-37.0,-31.0,-67.0,0.0,0.0,0.0,-1.0,-2.0,66.5,4.0,-0.7
2008,0,-12.14245,-6.61399999999999,5.528100000000009,-4.397299999999994,-11.900000000000002,-7.299999999999997,4.599999999999994,-0.14900000000000002,1.8999999999999986,-1.0,3.3999999999999986,1.1000000000000014,4.800000000000001,-4.400000000000002,-5.0,0.09999999999999432,2.3999999999999986,-3.6000000000000014,0.8999999999999986,2.8999999999999986,2.3999999999999915,-2.400000000000002,-0.375,21.194999999999993,2.409000000000006,0.9419999999999931,-0.06400000000000006,0.05399999999999994,-4.9,-4.224999999999998,-4.400000000000006,-0.0,37.0,31.0,67.0,-0.0,-0.0,-0.0,1.0,2.0,-66.5,-4.0,0.7
