TeamID,Season,TOURNEY_EXP_MINUTES,TOURNEY_EXP_LOG
1242,2013,1490,7.307202314764738
1314,2013,1330,7.193685818395112
1277,2013,1250,7.1316985104669115
1181,2013,1200,7.0909098220799835
1196,2013,1060,6.966967138613983
1257,2013,1005,6.913737350659685
1458,2013,1005,6.913737350659685
1393,2013,925,6.8308742346461795
1272,2013,885,6.786716950605081
1338,2013,885,6.786716950605081
1139,2013,850,6.7464121285733745
1417,2013,840,6.734591659972948
1326,2013,815,6.704414354964107
1112,2013,815,6.704414354964107
1211,2013,810,6.698268054115413
1437,2013,770,6.647688373563329
1266,2013,730,6.594413459749778
1228,2013,685,6.530877627725885
1207,2013,565,6.338594078203183
1328,2013,520,6.255750041753367
1329,2013,520,6.255750041753367
1433,2013,490,6.19644412779452
1301,2013,445,6.100318952020064
1243,2013,410,6.018593214496234
1281,2013,405,6.0063531596017325
1231,2013,400,5.993961427306569
1153,2013,400,5.993961427306569
1323,2013,400,5.993961427306569
1443,2013,325,5.786897381366708
1424,2013,320,5.771441123130016
1143,2013,285,5.655991810819852
1172,2013,280,5.638354669333745
1396,2013,250,5.5254529391317835
1361,2013,250,5.5254529391317835
1388,2013,240,5.484796933490655
1332,2013,240,5.484796933490655
1334,2013,210,5.351858133476067
1166,2013,205,5.327876168789581
1137,2013,200,5.303304908059076
1285,2013,200,5.303304908059076
1276,2013,200,5.303304908059076
1307,2013,200,5.303304908059076
1125,2013,200,5.303304908059076
1455,2013,160,5.081404364984463
1235,2013,160,5.081404364984463
1160,2013,120,4.795790545596741
1278,2013,120,4.795790545596741
1308,2013,120,4.795790545596741
1274,2013,80,4.394449154672439
1254,2013,80,4.394449154672439
1103,2013,80,4.394449154672439
1322,2013,80,4.394449154672439
1387,2013,80,4.394449154672439
1161,2013,80,4.394449154672439
1107,2013,80,4.394449154672439
1233,2013,80,4.394449154672439
1355,2013,40,3.713572066704308
1434,2013,40,3.713572066704308
1251,2013,40,3.713572066704308
1129,2013,40,3.713572066704308
1217,2013,40,3.713572066704308
1380,2013,40,3.713572066704308
1241,2013,0,0.0
1195,2013,0,0.0
1292,2013,0,0.0
1299,2013,0,0.0
1279,2013,0,0.0
1247,2013,0,0.0
1242,2014,1615,7.38770923908104
1314,2014,1410,7.252053951852814
1277,2014,1370,7.223295679562314
1181,2014,1360,7.215975002651466
1257,2014,1245,7.1276936993473985
1196,2014,1220,7.107425474110705
1246,2014,1210,7.099201743553092
1163,2014,1135,7.035268599281097
1393,2014,1125,7.026426808699636
1458,2014,1045,6.952728644624869
1400,2014,1010,6.918695219020472
1326,2014,975,6.883462586413092
1272,2014,965,6.873163834212518
1462,2014,940,6.846943139585379
1112,2014,935,6.841615476477592
1338,2014,925,6.8308742346461795
1211,2014,890,6.792344427470809
1417,2014,880,6.78105762593618
1437,2014,810,6.698268054115413
1433,2014,570,6.3473892096560105
1397,2014,565,6.338594078203183
1328,2014,560,6.329720905522696
1329,2014,560,6.329720905522696
1140,2014,495,6.206575926724928
1301,2014,485,6.186208623900494
1243,2014,450,6.111467339502679
1276,2014,445,6.100318952020064
1153,2014,440,6.089044875446846
1390,2014,365,5.902633333401366
1455,2014,360,5.8888779583328805
1124,2014,360,5.8888779583328805
1332,2014,360,5.8888779583328805
1361,2014,330,5.802118375377063
1166,2014,285,5.655991810819852
1386,2014,245,5.5053315359323625
1235,2014,240,5.484796933490655
1454,2014,240,5.484796933490655
1307,2014,240,5.484796933490655
1173,2014,170,5.14166355650266
1203,2014,165,5.111987788356544
1160,2014,160,5.081404364984463
1387,2014,160,5.081404364984463
1113,2014,160,5.081404364984463
1308,2014,160,5.081404364984463
1438,2014,120,4.795790545596741
1217,2014,120,4.795790545596741
1107,2014,120,4.795790545596741
1264,2014,120,4.795790545596741
1409,2014,80,4.394449154672439
1184,2014,80,4.394449154672439
1291,2014,80,4.394449154672439
1234,2014,80,4.394449154672439
1459,2014,80,4.394449154672439
1418,2014,80,4.394449154672439
1110,2014,80,4.394449154672439
1451,2014,80,4.394449154672439
1411,2014,45,3.828641396489095
1344,2014,40,3.713572066704308
1372,2014,40,3.713572066704308
1444,2014,40,3.713572066704308
1295,2014,40,3.713572066704308
1174,2014,0,0.0
1300,2014,0,0.0
1157,2014,0,0.0
1269,2014,0,0.0
1273,2014,0,0.0
1142,2014,0,0.0
1304,2014,0,0.0
1242,2015,1695,7.4360278163518485
1277,2015,1530,7.333676395657684
1314,2015,1490,7.307202314764738
1246,2015,1450,7.280008252884188
1181,2015,1400,7.244941546337007
1257,2015,1365,7.2196420401307355
1458,2015,1250,7.1316985104669115
1112,2015,1100,7.00397413672268
1400,2015,1090,6.994849985833071
1326,2015,1015,6.923628628138427
1417,2015,1000,6.90875477931522
1462,2015,980,6.8885724595653635
1211,2015,970,6.878326468291325
1139,2015,930,6.836259277277067
1437,2015,890,6.792344427470809
1452,2015,780,6.660575149839686
1345,2015,645,6.470799503782602
1433,2015,615,6.423246963533519
1328,2015,605,6.406879986069314
1207,2015,605,6.406879986069314
1329,2015,600,6.398594934535208
1301,2015,570,6.3473892096560105
1140,2015,535,6.284134161070802
1231,2015,520,6.255750041753367
1153,2015,480,6.175867270105761
1124,2015,480,6.175867270105761
1361,2015,455,6.1224928095143865
1323,2015,440,6.089044875446846
1268,2015,440,6.089044875446846
1455,2015,440,6.089044875446846
1332,2015,440,6.089044875446846
1261,2015,365,5.902633333401366
1235,2015,360,5.8888779583328805
1173,2015,330,5.802118375377063
1172,2015,320,5.771441123130016
1320,2015,280,5.638354669333745
1428,2015,280,5.638354669333745
1412,2015,280,5.638354669333745
1438,2015,240,5.484796933490655
1125,2015,240,5.484796933490655
1308,2015,205,5.327876168789581
1107,2015,200,5.303304908059076
1217,2015,200,5.303304908059076
1264,2015,160,5.081404364984463
1116,2015,160,5.081404364984463
1234,2015,125,4.836281906951478
1372,2015,125,4.836281906951478
1295,2015,125,4.836281906951478
1459,2015,120,4.795790545596741
1352,2015,85,4.454347296253507
1411,2015,85,4.454347296253507
1344,2015,80,4.394449154672439
1208,2015,80,4.394449154672439
1129,2015,80,4.394449154672439
1434,2015,80,4.394449154672439
1214,2015,80,4.394449154672439
1279,2015,80,4.394449154672439
1385,2015,40,3.713572066704308
1186,2015,40,3.713572066704308
1157,2015,40,3.713572066704308
1461,2015,0,0.0
1414,2015,0,0.0
1248,2015,0,0.0
1374,2015,0,0.0
1316,2015,0,0.0
1138,2015,0,0.0
1318,2015,0,0.0
1209,2015,0,0.0
1242,2016,1775,7.4821189235521155
1277,2016,1735,7.459338895220296
1246,2016,1650,7.409136443920128
1181,2016,1640,7.403061091090091
1314,2016,1610,7.384610383176974
1458,2016,1490,7.307202314764738
1163,2016,1380,7.2305631534092925
1112,2016,1260,7.13966033596492
1393,2016,1205,7.095064377287131
1211,2016,1130,7.030857476116121
1400,2016,1130,7.030857476116121
1462,2016,1100,7.00397413672268
1139,2016,1015,6.923628628138427
1338,2016,1005,6.913737350659685
1437,2016,970,6.878326468291325
1452,2016,900,6.803505257608338
1328,2016,725,6.587550014824796
1345,2016,690,6.53813982376767
1433,2016,660,6.493753839851686
1323,2016,605,6.406879986069314
1276,2016,605,6.406879986069314
1153,2016,565,6.338594078203183
1231,2016,560,6.329720905522696
1455,2016,560,6.329720905522696
1268,2016,520,6.255750041753367
1332,2016,520,6.255750041753367
1124,2016,520,6.255750041753367
1401,2016,485,6.186208623900494
1173,2016,450,6.111467339502679
1435,2016,450,6.111467339502679
1428,2016,400,5.993961427306569
1235,2016,400,5.993961427306569
1143,2016,365,5.902633333401366
1320,2016,360,5.8888779583328805
1396,2016,330,5.802118375377063
1438,2016,320,5.771441123130016
1386,2016,290,5.673323267171493
1425,2016,280,5.638354669333745
1403,2016,240,5.484796933490655
1421,2016,210,5.351858133476067
1234,2016,205,5.327876168789581
1274,2016,200,5.303304908059076
1160,2016,200,5.303304908059076
1372,2016,165,5.111987788356544
1214,2016,160,5.081404364984463
1344,2016,120,4.795790545596741
1409,2016,120,4.795790545596741
1451,2016,120,4.795790545596741
1195,2016,120,4.795790545596741
1371,2016,120,4.795790545596741
1233,2016,120,4.795790545596741
1423,2016,85,4.454347296253507
1151,2016,80,4.394449154672439
1355,2016,80,4.394449154672439
1122,2016,80,4.394449154672439
1221,2016,80,4.394449154672439
1380,2016,80,4.394449154672439
1114,2016,45,3.828641396489095
1192,2016,40,3.713572066704308
1292,2016,40,3.713572066704308
1138,2016,40,3.713572066704308
1392,2016,0,0.0
1201,2016,0,0.0
1218,2016,0,0.0
1333,2016,0,0.0
1463,2016,0,0.0
1453,2016,0,0.0
1167,2016,0,0.0
1242,2017,1935,7.568379267836522
1314,2017,1850,7.523481312573497
1277,2017,1775,7.4821189235521155
1181,2017,1760,7.473637108496206
1246,2017,1730,7.456454555176209
1458,2017,1610,7.384610383176974
1257,2017,1530,7.333676395657684
1196,2017,1420,7.259116128097101
1112,2017,1300,7.170888478512505
1211,2017,1250,7.1316985104669115
1437,2017,1210,7.099201743553092
1462,2017,1180,7.074116816197362
1417,2017,1120,7.02197642307216
1139,2017,1095,6.999422467507961
1452,2017,940,6.846943139585379
1266,2017,890,6.792344427470809
1323,2017,765,6.641182169740591
1433,2017,740,6.608000625296087
1345,2017,740,6.608000625296087
1276,2017,685,6.530877627725885
1332,2017,680,6.523562306149512
1455,2017,680,6.523562306149512
1268,2017,640,6.46302945692067
1329,2017,640,6.46302945692067
1153,2017,605,6.406879986069314
1124,2017,560,6.329720905522696
1235,2017,520,6.255750041753367
1435,2017,490,6.19644412779452
1173,2017,490,6.19644412779452
1243,2017,490,6.19644412779452
1438,2017,480,6.175867270105761
1448,2017,415,6.030685260261263
1166,2017,365,5.902633333401366
1305,2017,325,5.786897381366708
1425,2017,320,5.771441123130016
1388,2017,320,5.771441123130016
1274,2017,320,5.771441123130016
1199,2017,290,5.673323267171493
1436,2017,285,5.655991810819852
1308,2017,245,5.5053315359323625
1137,2017,240,5.484796933490655
1116,2017,240,5.484796933490655
1457,2017,240,5.484796933490655
1344,2017,200,5.303304908059076
1195,2017,200,5.303304908059076
1278,2017,200,5.303304908059076
1190,2017,160,5.081404364984463
1233,2017,160,5.081404364984463
1371,2017,160,5.081404364984463
1423,2017,125,4.836281906951478
1411,2017,125,4.836281906951478
1291,2017,120,4.795790545596741
1355,2017,120,4.795790545596741
1292,2017,120,4.795790545596741
1439,2017,80,4.394449154672439
1343,2017,80,4.394449154672439
1245,2017,80,4.394449154672439
1374,2017,40,3.713572066704308
1376,2017,40,3.713572066704308
1407,2017,40,3.713572066704308
1300,2017,40,3.713572066704308
1309,2017,0,0.0
1321,2017,0,0.0
1315,2017,0,0.0
1348,2017,0,0.0
1240,2017,0,0.0
1413,2017,0,0.0
1297,2017,0,0.0
1242,2018,2095,7.647786045440933
1314,2018,2090,7.645397699428633
1246,2018,1890,7.544861068658458
1277,2018,1855,7.526178913346146
1181,2018,1840,7.518064181233078
1196,2018,1585,7.368970402194793
1211,2018,1490,7.307202314764738
1112,2018,1420,7.259116128097101
1393,2018,1405,7.2485040723706105
1462,2018,1340,7.201170883281678
1437,2018,1290,7.1631723908466425
1417,2018,1240,7.123672785204607
1139,2018,1215,7.103322062526113
1400,2018,1170,7.065613363597717
1326,2018,1100,7.00397413672268
1452,2018,1060,6.966967138613983
1328,2018,925,6.8308742346461795
1345,2018,860,6.7580945044277305
1276,2018,805,6.692083742506628
1455,2018,760,6.634633357861686
1397,2018,730,6.594413459749778
1301,2018,690,6.53813982376767
1153,2018,685,6.530877627725885
1401,2018,615,6.423246963533519
1243,2018,570,6.3473892096560105
1438,2018,560,6.329720905522696
1361,2018,535,6.284134161070802
1281,2018,445,6.100318952020064
1166,2018,405,6.0063531596017325
1199,2018,370,5.916202062607435
1305,2018,365,5.902633333401366
1104,2018,360,5.8888779583328805
1274,2018,360,5.8888779583328805
1172,2018,360,5.8888779583328805
1116,2018,320,5.771441123130016
1308,2018,285,5.655991810819852
1403,2018,280,5.638354669333745
1137,2018,280,5.638354669333745
1372,2018,245,5.5053315359323625
1293,2018,240,5.484796933490655
1344,2018,240,5.484796933490655
1285,2018,240,5.484796933490655
1155,2018,200,5.303304908059076
1371,2018,200,5.303304908059076
1113,2018,200,5.303304908059076
1233,2018,200,5.303304908059076
1411,2018,165,5.111987788356544
1335,2018,160,5.081404364984463
1355,2018,160,5.081404364984463
1120,2018,125,4.836281906951478
